Country,Job_Title,Max_Salary
"United States","Director of Market Research",165000
"United States","Deputy Executive Director",165000
"United States","Design Lead",165000
"United States",Analysts,165000
"United States","Senior SDE",165000
"United States","Camera Hardware Engineer",165000
"United States","Associate Director, Medical Affairs",165000
"United States","Director of Events",165000
"United States",Underwriter,165000
"United States","Finance Director",165000
"United States","State Librarian & Associate Vice Chancellor for Libraries",165000
"United States","Policy Analyst",165000
"United States","Operations Manager",165000
"United States","Assistant Controller",165000
"United States","Principal Statistical Programmer",165000
"United States","Customer Success Manager",165000
"United States",Epidemiologist,165000
"United States","Content Manager",165000
"United States","Director, Product Marketing",165000
"United States","Development Director",165000
"United States","Media Director",165000
"United States","Salesforce Solution Architect",165000
"United States","Project Manager Specialist",165000
"United States","Director New Partnerships",165000
"United States","Chief Information Security Officer",165000
"United States","Senior Scientist & Program Manager",165000
"United States","1x1 coordinator",165000
"United States","Applied cryptographer",165000
"United States","Risk modeler",165000
"United States","Assistant Vice President",165000
"United States","Certified Registered Nurse Anaesthetist",165000
"United States","Sr. Principal Engineer",165000
"United States","Director, Cloud Solutions",165000
"United States","Group Manager",165000
"United States","Water resources director",165000
"United States","IT Director",165000
"United States","Director, SW Engineering",165000
"United States","Consulting Manager",165000
"United States",TPM,165000
"United States","Product Director",165000
"United States","Lead Developer",165000
"United States","Network Architect",165000
"United States","IBEW Electrician",165000
"United States","Senior frontend developer",165000
"United States","Cybersecurity Researcher",165000
"United States","Podcast Supervising Editor",165000
"United States","Audio Systems Engineer",165000
"United States","Professor of Law",165000
"United States","Director Business and Legal Affairs",165000
"United States","Sr. Manager, Community",165000
"United States","Incident Manager",164000
"United States","Content Designer",164000
"United States","Information Security Specialist",164000
"United States","Creative Services Manager",164000
"United States","Director, Quality Assurance R&D",164000
"United States","Pharmacy Supervisor",164000
"United States","Environmental Planner",164000
"United States","Associate Director, Communications",163500
"United States","Finance Senior Manager",163000
"United States","Director of Development",163000
"United States","Internal Communications",163000
"United States","Software Engineer, Infrastructure",163000
"United States","Government Attorney",163000
"United States","UX Writer",163000
"United States","Principal Mechanical Engineer",163000
"United States","Senior manager, product",163000
"United States","Product Marketing Manager",162900
"United States","Project Lead",162400
"United States","Senior Actuarial Development Manager",162390
"United States","Sr. Director, Membership",162000
"United States","Deputy City Attorney",162000
"United States","IT Architect",162000
"United States","Principal Data Science Manager",162000
"United States","Lead Front End Engineer",162000
"United States","Channel Marketing",162000
"United States","Investigative Counsel",161730
"United States","Global Partner Marketing Manager",161200
"United States","Analyst, principal",161000
"United States","Director of Purchasing",161000
"United States","Director Marketing Operations",161000
"United States","Devops Architect",161000
"United States","Director, consulting",160800
"United States","Leader of business intelligence",160500
"United States","Special Assistant",160000
"United States","Human Resources Director",160000
"United States","Tech Writer",160000
"United States","Department Manager",160000
"United States","Professor (full)",160000
"United States","DevOps Engineer",160000
"United States","Sr Manager, Digital",160000
"United States","Psychiatric Nurse Practitioner",160000
"United States","Sr HRBP",160000
"United States",Shareholder,160000
"United States","Quantitative Analyst",160000
"United States",Researcher,160000
"United States","Senior Principal Engineer",160000
"United States","Vice President Account Director",160000
"United States","Supply planning manager",160000
"United States","Senior technical product manager",160000
"United States","Principal Electrical Engineer",160000
"United States","Director of Social Media",160000
"United States","VP Product Management",160000
"United States","Software Development Engineer 2",160000
"United States","Director Tech",160000
"United States","Senior Managing Scientist",160000
"United States","Senior Front-End Engineer",160000
"United States","Lead Platform Engineer",160000
"United States","Security Pre-Sales",160000
"United States","Lab Director",160000
"United States","Senior Consultant, Strategy and Analytics",160000
"United States","Business Intelligence Manager",160000
"United States","Senior Site Reliability Engineer",160000
"United States","Diversity Senior Program Manager",160000
"United States","Corporate Tax Director",160000
"United States","Global Compensation Director",160000
"United States","Developer Community Manager",160000
"United States","eDiscovery Project Manager",160000
"United States","Lead Systems Engineer",160000
"United States","Principal Systems Engineer",160000
"United States","senior manager, scientific affairs",160000
"United States","Manager, Sales Engineering",160000
"United States","senior security analyst",160000
"United States","Clinical Documentation Specialist",160000
"United States","Director, Advanced Analytics and Statistics",160000
"United States","M&a manager",160000
"United States","Senior Director of People Operations",160000
"United States","Associate Brand Director",160000
"United States","Head of People Ops",160000
"United States","Account Management Director",160000
"United States","Security Architect",160000
"United States","Director of Meetings &Membership",160000
"United States","Sr. Director of Research and Finance",160000
"United States","Sr. SDE",160000
"United States","Sr. Product Marketing Manager",160000
"United States","Computer architect",160000
"United States","VP of Human Resources",160000
"United States","Talent Acquisition Operations leader",160000
"United States","Admissions Rep",160000
"United States","Director of SaaS Infrastructure and Operations",160000
"United States","Sr Contracts Manager",160000
"United States","Director, Enterprise IT Applications",160000
"United States","Underwriting Officer",160000
"United States",Manger,160000
"United States","SOC Analyst",160000
"United States",Analytics,160000
"United States","Certified Massage Therapist",160000
"United States","Finance manger",160000
"United States","Sr manager of insights",160000
"United States","Senior Manager Accounting",160000
"United States","Change Management Director",160000
"United States","Supply Chain Associate Director",160000
"United States","Managing Economist",160000
"United States","Regulatory Affairs",160000
"United States","Revenue Cycle Director",160000
"United States","CRM Director",160000
"United States","Trial attorney",160000
"United States","Clinical Bio sample Manager",160000
"United States","Associate Director Project Management",160000
"United States","Associate Director of Training",160000
"United States","Vice President, Learning and Development",160000
"United States","Director, Actuarial",160000
"United States","Audit Consultant",160000
"United States","Staff Scientist",160000
"United States","User Experience Researcher",160000
"United States","Senior Manager, Operations",160000
"United States","Senior HR Analyst",159677
"United States","Legislative Affairs Director",159600
"United States","Lead Estimator",159600
"United States","Director of Human Resources",159120
"United States","Business Development",159000
"United States","Vice President Human Resources",159000
"United States","Sr Engineering Manager",159000
"United States","Director of Security/CISO",159000
"United States","Sr. Director of Compliance",159000
"United States","Director of Social",159000
"United States","Commercial Credit Officer, First Vice President",158363
"United States","Director, Revenue Cycle",158000
"United States","Manager Operations",158000
"United States","Design Manager",158000
"United States","Legal Counsel",158000
"United States","Senior Product Manager - Digital",158000
"United States","Senior Software Engineer, Backend",158000
"United States","Director, Consumer Insights",158000
"United States","Principle Firmware Engineer",158000
"United States","Partner Development Director",157500
"United States","Business Architect",157029
"United States","Software Engineer 2",157000
"United States","Product Manager II",157000
"United States","Executive Director, Corporate and Foundation Relations",157000
"United States","computer engineer",157000
"United States","Outsourced Accountant",157000
"United States","Senior Full stack Engineer",157000
"United States","Lead Associate",157000
"United States","Director of Performance Marketing",157000
"United States","Nuclear Engineer",157000
"United States","Hardware Engineer",157000
"United States","Staff product designer",157000
"United States","Director of Research",157000
"United States","Scientist 2",156832
"United States","Field Marketing Manager",156600
"United States","Regional Finance Director",156000
"United States",CRNA,156000
"United States","Senior software developer (freelance)",156000
"United States","Personal Assistant",156000
"United States","Information Architect",156000
"United States",Pharmacist,156000
"United States","Media Buyer",156000
"United States","Senior Business Analyst",156000
"United States","Director - Data Science",156000
"United States","Business Owner",156000
"United States","Storyboard director",156000
"United States","Staff Product Manager",156000
"United States","Renewals Manager",156000
"United States","24 Frame Video Playback",156000
"United States","Learning Program Manager",155650
"United States","Senior mechanical engineer",155202
"United States","SVP, risk management",155000
"United States","Financial Analyst",155000
"United States","Assistant Deputy Director",155000
"United States","Product Group Lead",155000
"United States","Sr. Implementation manager",155000
"United States","Process Engineer",155000
"United States","Engineering Supervisor",155000
"United States","Manager, Attorney Development",155000
"United States","Senior Technical Data Analyst",155000
"United States","Senior director, product development",155000
"United States","Director of Contracts",155000
"United States","Senior User Experience (UX) Designer",155000
"United States","Senior Clinical Program Manager",155000
"United States","Senior Manager of Customer Success",155000
"United States","Senior Product Design Manager",155000
"United States","Senior Security Expert",155000
"United States","Managing veterinarian",155000
"United States","Recruiting Manager",155000
"United States","Director, Federal Affairs",155000
"United States","Engineer V(5)",155000
"United States","Application Support Engineer",155000
"United States","Engineering Lead",155000
"United States","Information Security Analyst",155000
"United States","Sr. Manager, Technology",155000
"United States","Global Learning & Development Leader",155000
"United States","Lead audio engineer",155000
"United States","Technical Director",155000
"United States","VP Business and Finance",155000
"United States","QA Engineering Lead",155000
"United States","Advanced Scientist",155000
"United States","Product Content Lead",155000
"United States","People Operations Manager",155000
"United States","Operations Research Analyst",155000
"United States","Actuarial Director",155000
"United States","HRIS Architect",155000
"United States","Supervisory Grants Management Specialist",155000
"United States","Associate Director, Inside Sales",155000
"United States","Manager Sustainable Finance",155000
"United States","Manager, Analytical Chemistry Laboratory",155000
"United States","Sr Technical Program Manager",155000
"United States","Domain Architect",155000
"United States","Director of Membership",155000
"United States","Principal Technical Program Manager",155000
"United States","Director of Data Engineering",155000
"United States","Program Architect",154500
"United States",Estimator,154000
"United States","Vice Dean of a University Library",154000
"United States","Head of Vendor Management",154000
"United States","Management Consultant - Manager",154000
"United States","VP of Communications",154000
"United States","IT Program Director",154000
"United States","Sr. Project Manager",154000
"United States","Director of Client Services",154000
"United States","Director, External Communications",154000
"United States","Director of DevOps Engineering",154000
"United States","Program Management",154000
"United States","Data Scientist II",154000
"United States","Senior Software Application Engineer",154000
"United States","Staff Scientist III",154000
"United States","manager of program managers",153000
"United States","Client Services Director",153000
"United States","Data Analytics",153000
"United States","Department Administrator",153000
"United States","Senior Manager, Sales Operations",153000
"United States","UX Researcher",153000
"United States","Senior Director of Programs",153000
"United States","Industrial Hygienist",153000
"United States","Audit Senior Manager/CPA",153000
"United States","Sr Software Engineering Manager",153000
"United States","Product management - architect",152900
"United States","User Experience Architecture Associate Manager",152800
"United States","Senior Manager, IT",152630
"United States","Director, Data Analytics",152500
"United States","Principal Product Marketing Manager",152350
"United States","Team Lead",152320
"United States","Lead Site Reliability Engineer",152300
"United States","Engineering Proposal Coordinator",152169
"United States","Senior Team Lead",152000
"United States","Associate Director Development",152000
"United States","Sales Excellence Manager",152000
"United States","Accessibility Engineer",152000
"United States","Sr. Customer Success Manager",152000
"United States","Process Specialist",152000
"United States","Senior ITIL Process Expert",152000
"United States","Director of compensation and benefits",152000
"United States","Vice President of People and Culture",152000
"United States","Ambulatory care pharmacist",151810
"United States","Systems Development Engineer",151300
"United States","Supervisory Archivist",151000
"United States","Brand Manager",151000
"United States","Staff Attorney",151000
"United States","Software Engineer III",151000
"United States","Lead Consultant",151000
"United States",SDET,150500
"United States","Vice President Engineering",150000
"United States","Account Executive - Technology Sales",150000
"United States","Director, Demand Generation",150000
"United States","Principal Architect",150000
"United States","Senior Director of Content Marketing",150000
"United States","Compliance and Risk",150000
"United States","Communications Senior Manager",150000
"United States","Strategic Programs Manager",150000
"United States","System Security Officer (SSO)",150000
"United States","Director Property Tax",150000
"United States","Director of Principal Giving",150000
"United States","Medical Information specialist",150000
"United States","Director, Strategy",150000
"United States","Manager - Technical Accounting",150000
"United States","Senior Technical Product Owner",150000
"United States","Manager, Product Management (Technical)",150000
"United States","Sr. Marketing Manager",150000
"United States","Job Title",150000
"United States","Head of HR",150000
"United States","Attorney (Junior Partner)",150000
"United States","Director of Product Design & Development",150000
"United States","Principle Software Engineer",150000
"United States","Manager of Customer Success",150000
"United States","Senior Investigator",150000
"United States","Math Instructor (Tenured)",150000
"United States","Senior Lead Designer",150000
"United States",Author,150000
"United States","Staff Product Analyst",150000
"United States","Enterprise Account Executive",150000
"United States","Marketing Content Manager",150000
"United States",Rabbi,150000
"United States","data science",150000
"United States","Bank Examiner",150000
"United States","Backend Software Engineer",150000
"United States","Director of Corporate Communications",150000
"United States","Sales Engineer",150000
"United States","Corporate Strategy Senior Manager",150000
"United States","Investment Manager",150000
"United States","User experience",150000
"United States","Sr HR Manager, Process & Compliance",150000
"United States","Software Engineer 3",150000
"United States","Director FP&A",150000
"United States","Group Copy Supervisor",150000
"United States","Director of Research & Strategy",150000
"United States","Director, Business Strategy",150000
"United States","Associate Director, Transformation",150000
"United States","Senior Account Executive",150000
"United States","Assistant Vice President, Purchasing",150000
"United States",HRBP,150000
"United States","Senior Clinical Laboratory Scientist",150000
"United States","Paediatric nurse practitioner",150000
"United States","Senior BI Developer",150000
"United States","Valuations expert",150000
"United States","Frontend Engineer",150000
"United States","Senior Hydroelectric Power Utility Engineer",150000
"United States","Commercial Lending Credit Manager",150000
"United States","Regional Territory Sales Rep",150000
"United States","Director of Data Analytics",150000
"United States","Vice President of Impact",150000
"United States","Chief HR Officer",150000
"United States","Director of Research Services",150000
"United States","Fund manager",150000
"United States","HVAC/R/VRF service tech",150000
"United States","Lead HR Partner",150000
"United States","Clinical scientist",150000
"United States","Medical Affairs Project Manager",150000
"United States","Senior Hazard Mitigation Manager",150000
"United States","Patent Agent",150000
"United States","System Director of Quality",150000
"United States","research director",150000
"United States","Program Launch Manager",150000
"United States","Sr. Software Developer",150000
"United States","Operations Analyst",150000
"United States","Environmental Coordinator",150000
"United States","Senior Media Specialist/Strategist",150000
"United States","Certified Anaesthesiologist Assistant",150000
"United States","Director of Professional Services",150000
"United States","Library Director",150000
"United States","Editorial Director",150000
"United States",Specialist,150000
"United States","Senior Device Engineer",150000
"United States","Senior Manager of Customer Enablement",150000
"United States","Social Media Manager",150000
"United States","Managing Consultant",150000
"United States","Senior Recruiter",150000
"United States","Associate Dean",150000
"United States","Director of Finance",150000
"United States","Civil Engineer",150000
"United States","Technology Manager",150000
"United States","Ad policy manager",150000
"United States","Senior Director of Digital Marketing",150000
"United States","Web Development Director",150000
"United States","Case Team Leader",150000
"United States","Director, Engineering",150000
"United States","Paediatric physical therapist",150000
"United States","Sr Software Architect",150000
"United States","senior credit analyst",150000
"United States","Nurse Practitioner Management",150000
"United States","Cloud Solutions Media Support Engineer",150000
"United States","Senior Manager Regulatory Affairs",150000
"United States","VP, Learning and Development",150000
"United States","Senior Design Researcher",150000
"United States","Process Control Manager",150000
"United States","Sr UX Researcher",150000
"United States","Influencer Program Manager",150000
"United States","Supervisory IT Specialist (Infosec)",150000
"United States","Vice President of Technology",150000
"United States","Technical Recruiting Manager",150000
"United States",SDE,150000
"United States","Director of Programming",150000
"United States","Developer Educator III",150000
"United States","Principle SRE",150000
"United States","Director of Application Development",150000
"United States","Sr copywriter",150000
"United States","Director of Innovation",150000
"United States","IT Infrastructure Manager",150000
"United States","Market analyst",149990
"United States","Deputy Division Director",149877
"United States","Director of HR",149865
"United States","Technical specialist",149500
"United States","Vice President of Employee Services",149160
"United States","Contracts Manager",149000
"United States","Enterprise Solutions Architect",149000
"United States","Director Front End Development",149000
"United States","Vice President, Operations",149000
"United States","Department Head, Acquisitions",149000
"United States","Senior Manager, Editorial",149000
"United States","Manager of Strategic Partnerships",149000
"United States","Sr. Program Mgr. Ethics and Compliance",149000
"United States","Counsel, Business & Legal Affairs",148750
"United States","Pharmacy Director",148650
"United States","Director, Business Development",148500
"United States","Change Manager",148000
"United States","Robotics and Systems Engineer",148000
"United States","Manager of Clinical Pharmacy",148000
"United States","Director UX Design",148000
"United States","IT Risk",148000
"United States","Sr. Business Process Manager",148000
"United States","Chief People Officer",148000
"United States","Product Policy Manager, Trust & Safety",148000
"United States","Director, Marketing",148000
"United States","Digital Program Manager",148000
"United States","Senior Consumer Insights Manager",148000
"United States","Director network engineering",147500
"United States","Technical Staff",147240
"United States","Senior marketing strategist and writer",147000
"United States","Systems Analyst",147000
"United States","Accessibility lead",147000
"United States","Senior Manager of Ops Strategy",147000
"United States","Principal Stat programmer",147000
"United States","Social & Community Director",147000
"United States","Lead DevOps Engineer",147000
"United States","Application Architect",147000
"United States","Sr. Lead Consultant",147000
"United States","Executive Liability Broker",147000
"United States","Associate Director Regulatory Affairs",147000
"United States","Director of Biology",147000
"United States","Director, Marketing Technology & Analytics",147000
"United States","VP, People Operations",147000
"United States","Sr. Manager, Regulatory Project Management",147000
"United States","Full Stack Developer",146536
"United States","Budget Analyst",146500
"United States","Knowledge Management Manager",146192
"United States","Product Owner - Agile Scrum",146000
"United States","Director Internal Comms & Change Management",146000
"United States","Lead Sensor Systems Engineer",146000
"United States","Senior Solution Architect",146000
"United States","Director, Records Management Services",146000
"United States","Senior Data architect",146000
"United States","Technical Manager",146000
"United States","Digital Strategy Consultant",146000
"United States","Engineering manager/Project manager",146000
"United States","Payroll Accountant",145600
"United States","IT Manager",145200
"United States","Compliance Manager",145000
"United States","Senior Data Analyst",145000
"United States","Senior Solution Engineer I",145000
"United States","County Librarian",145000
"United States","HR Business Partner",145000
"United States","Senior Manager, Statistics",145000
"United States","Business Systems Analyst",145000
"United States","Senior Manager Regulatory Affairs Labelling",145000
"United States","Vice President, Human Resources",145000
"United States","Senior Scrum Master",145000
"United States","Assistant Professor of Law",145000
"United States","DevSecOps Manager",145000
"United States",Development/Advancement,145000
"United States","Float Pharmacist",145000
"United States","Head of strategy",145000
"United States","UX Designer",145000
"United States","Associate Vice President of Advancement Administration & Chief Annual Giving Officer",145000
"United States","Data Analytics Developer",145000
"United States","Sr. FP&A Analyst",145000
"United States","Sr. Technical Project Manager",145000
"United States","Senior Technical Project Manager",145000
"United States","Senior Manager, Analytics",145000
"United States","Manager, Information Development",145000
"United States","Copy Manager",145000
"United States","Analytical Linguist",145000
"United States","Commercial Real Estate Appraiser",145000
"United States","Senior Frontend Engineer",145000
"United States","Manager, Software Dev & Eng",145000
"United States","Engineering Product Owner",145000
"United States","Director of Retirement Benefits",145000
"United States","executive compensation consultant",145000
"United States","Senior Architect",145000
"United States","Principal SQL Developer",145000
"United States","Financial Risk and compliance lead",145000
"United States","Director, eCommerce",145000
"United States","Manager, IT Hospital billing",145000
"United States","Vice President of Content",145000
"United States","Vice President of Digital Experience",145000
"United States","Business lead",145000
"United States","Computer System Administrator",145000
"United States","Associate Vice chancellor for academic affairs",145000
"United States","Sr Systems Engineer",145000
"United States","Senior Portfolio Advisor",145000
"United States","Senior Business Development Manager",145000
"United States","VP, HR",145000
"United States","Director, Channel Marketing",145000
"United States","Vice Chancellor and General Counsel",145000
"United States","VP of Operations",145000
"United States","Director, Social Media",145000
"United States","Supervisory Management Analyst",145000
"United States","Supervisory Physical Scientist",145000
"United States","Principle Research Scientist",145000
"United States","Sales Rep",145000
"United States","Senior Director, Marketing",145000
"United States","Platform engineer",145000
"United States","Software Development Engineer II",144800
"United States","Senior Supply Chain Specialist",144656
"United States","Mobile developer",144600
"United States","Product Review Engineer",144250
"United States","Supervisory biomedical engineer",144128
"United States","Director of Risk Management",144000
"United States","Sr UX designer",144000
"United States","Corporate strategy",144000
"United States","Air Force Fighter Pilot",144000
"United States","VP, Administration",144000
"United States","Senior Android Developer",144000
"United States","VP Brand",144000
"United States","Workday Analyst",144000
"United States","Senior Operations Engineer",144000
"United States","Senior Global Public Relations Manager",144000
"United States","Propulsion engineer",144000
"United States","Staff Pharmacist",143520
"United States","Senior Staff Scientist",143500
"United States","AVP, Finance",143100
"United States","Digital Delivery Manager",143089
"United States","Digital Product Manager",143000
"United States","Cost Accounting Senior Manager",143000
"United States","IT Program Manager",143000
"United States","Director of Customer Experience",143000
"United States","Senior Supply Chain Manager",143000
"United States","Product Data Analyst",143000
"United States","Manager of Business Intelligence",143000
"United States","Speech Language Pathologist",143000
"United States","Senior Advisor to the HR Director",142950
"United States","Senior Program Analyst",142950
"United States","Senior Acquisitions Support Consultant",142800
"United States","Senior Director, Professional Services",142700
"United States","Senior Technical Lead Project Manager",142335
"United States","Environmental Supervisor",142000
"United States","Congressional Relations Officer",142000
"United States","Information Security Officer",142000
"United States","Senior Tech Lead iOS",142000
"United States","Project finance manager",142000
"United States","Senior Manager - HRIS",142000
"United States","Staff Technical Writer",142000
"United States","Engagement Strategist",142000
"United States","Audit Senior Manager",142000
"United States","Director psychometrics",142000
"United States","Vice President, Senior Counsel",142000
"United States","Vice President of Marketing",142000
"United States","Senior Assistant City Attorney",142000
"United States","Personal Lines Manager",142000
"United States","senior program specialist",142000
"United States","Pharmacist manager",142000
"United States","Technology Relationship Manager",142000
"United States","Application Developer Senior",142000
"United States","Data Analyst Manager",141700
"United States","Senior Staff Information Security Analyst",141520
"United States","Cloud engineer",141500
"United States","Development advisor",141440
"United States","Senior Developer Advocate",141000
"United States","Financial Manager",141000
"United States","Business Analyst",141000
"United States","Business Program Manager",141000
"United States","Biomedical Engineer",141000
"United States","Risk Manager",141000
"United States","System Administrator",141000
"United States","UI/UX Developer",141000
"United States","Director of Talent and Culture",141000
"United States","Technical Advisor",140845
"United States","Executive underwriter",140384
"United States","Design Program Manager",140000
"United States","Senior systems consultant",140000
"United States","Digital Strategy Director",140000
"United States","University Librarian",140000
"United States","Software Application Development Advisor",140000
"United States","Diversity & Inclusion Manager",140000
"United States","Manager People Analytics",140000
"United States","Materials Manager",140000
"United States","Prime Services Risk Analyst",140000
"United States","Senior Director of Education",140000
"United States","Program Manager, Foundation and CSR",140000
"United States","Advanced Systems Administrator",140000
"United States","Product Leader - manager",140000
"United States","Senior Devops and SRE",140000
"United States","Global E-commerce Senior Manager",140000
"United States","Real Estate Agent",140000
"United States","Quality Manager",140000
"United States",Economist,140000
"United States",Producer,140000
"United States","Senior specialist design software architect",140000
"United States","Director, Marketing & Operations",140000
"United States","Senior Vice President of Engagement",140000
"United States",paralegal,140000
"United States",Administration,140000
"United States","Director of Research and Data Analytics",140000
"United States","Associate Principal Scientist Lead",140000
"United States","Senior Manager, Finance",140000
"United States","Account Director",140000
"United States","Lead Web Engineer",140000
"United States","Go, director of creative technology",140000
"United States","Web/TV reporter",140000
"United States","Solutions Engineer",140000
"United States","Senior Penetration Tester",140000
"United States","Forensic Architect",140000
"United States","Supply Strategy",140000
"United States","Customer Service Director",140000
"United States","Managing Underwriter",140000
"United States","Sr. Privacy Manager",140000
"United States","Strategic Account Executive",140000
"United States","Regulatory Manager",140000
"United States","Principal Software Quality Engineer",140000
"United States","Health Systems Comptroller",140000
"United States","Senior corporate recruiter",140000
"United States","Sales Program Manager",140000
"United States","Vice President of Human Resources",140000
"United States","VP Membership and Programs",140000
"United States","Waste Management Representative",140000
"United States","VP Growth Strategy",140000
"United States","Sr Manager, Growth Strategy",140000
"United States","Sr. EA",140000
"United States","VP of Finance & Operations",140000
"United States","Global health consultant",140000
"United States","Senior director of content",140000
"United States","VFX Producer - Post Production",140000
"United States","Director Accounting",140000
"United States","Cloud Systems Engineer",140000
"United States","Data Lead",140000
"United States","Apple platforms engineer",140000
"United States","Sr Marketing Mgr.",140000
"United States","Strategy Director, Media Planning",140000
"United States","Director of Customer Service",140000
"United States","UX director",140000
"United States","Influencer Marketing Manager",140000
"United States","Principal Programmer",140000
"United States","Manager, Consulting Services",140000
"United States","Director of Bioinformatics",140000
"United States","Self employed",140000
"United States","Sr Customer Manager",140000
"United States","Securities Attorney",140000
"United States","Director, Law Library",140000
"United States","Community Director",140000
"United States","Senior Clinical Trial Manager",140000
"United States","Director, Deputy Chief Conflict of Interest Officer, Assistant Professor",140000
"United States","Senior Hardware Lifecycle Manager II",140000
"United States","Senior Content Management Consultant",140000
"United States","Senior Manager, HR",140000
"United States","Senior Clinical Research Associate",140000
"United States","Technology Consulting Manager",139900
"United States","Sr Manager, Data",139500
"United States","Engineering Team Leader",139500
"United States","Sr. Finance Manager",139458
"United States","AVP, Unit Manager, Communications",139000
"United States","Hospital Pharmacy Director",139000
"United States","Director, Government Relations",139000
"United States","Director of Accounting",139000
"United States","Senior Facility Manager",139000
"United States","Manager Salesforce Development",139000
"United States","Scientific Affairs Manager",138800
"United States","Director, Initiative Management",138800
"United States","Lead Test Engineer",138100
"United States","Communications Strategist",138000
"United States","Teacher and school administrator",138000
"United States","Advisory Software Engineer",138000
"United States","VP, Marketing",138000
"United States","Senior Technical Program Manager Lead",138000
"United States","Sr. Process Improvement Coach",138000
"United States","Staff Pharmacist Manager",138000
"United States","Research Scientist 3",138000
"United States","Director, Valuations",138000
"United States","Director Communications, Marketing, and PR",138000
"United States","Data Scientist 2",138000
"United States","Assistant Vice President-Manager",138000
"United States","Creative Director, UX",138000
"United States","Head of Solutions Engineering",138000
"United States","Sr.  Systems Engineer",138000
"United States","Paralegal Manager",138000
"United States","Learning Advisor",138000
"United States","Clinical engineer",138000
"United States","Director of Data & Information Systems",138000
"United States","Director of Editorial Content & strategy",138000
"United States","Clinical operations lead",138000
"United States","Vice President, Communications",138000
"United States","Cybersecurity Engineer",138000
"United States","Senior Project Engineer",138000
"United States","Senior Director of Development",138000
"United States","Senior Process Engineer",138000
"United States","Senior Property Manager",138000
"United States","Contract Manager",138000
"United States","People Operations (HR)",138000
"United States","Assistant Professor of Paediatrics",137700
"United States","Chief Human Resources officer",137600
"United States","Senior Accounting Manager",137421
"United States","Accounting Manager",137280
"United States","Associate Director, HR",137000
"United States","Director of Internal Communications",137000
"United States","Senior Manager of Marketing Operations",137000
"United States","VP Global Account Management",137000
"United States","Sr Support Engineer",137000
"United States","Account Executive Officer",137000
"United States","Litigation Project Manager",137000
"United States","Structural Division Manager",137000
"United States","Director regional sales",137000
"United States","Project Management Director",137000
"United States","VP of HR",137000
"United States","Linguist III",137000
"United States","Director, Analytics",137000
"United States","CRO Manager",137000
"United States","IT Security Manager",137000
"United States","Senior Scientist II",136843
"United States",Statistician,136834
"United States",Attorney-Advisor,136776
"United States","Equal Employment Specialist",136716
"United States","Quality Assurance Lead",136600
"United States","Senior Software Implementation Engineer",136500
"United States","Incident Response Consultant",136500
"United States","Director, Community Affairs",136000
"United States","Director, Change Management and Business Analysis Strategies",136000
"United States","Salesforce Developer",136000
"United States","Senior Business Systems Analyst",136000
"United States","Program Manager III",136000
"United States","Senior manufacturing engineer",136000
"United States","Director Client Services",136000
"United States",Administrator,136000
"United States","Quality Engineer",136000
"United States","Global Category Manager",136000
"United States","Sales Trainer",136000
"United States","Financial Planning Manager",136000
"United States","Senior Principle Cyber Software Engineer",136000
"United States","deputy county counsel (attorney)",136000
"United States","Avionics Engineer III",136000
"United States","MRI Technologist",136000
"United States",Speechwriter,136000
"United States","Branch Chief",136000
"United States","Director of Experience & Strategy",136000
"United States","Deputy County Counsel",136000
"United States","Principal Quality Engineer",135504
"United States","Environmental program manager",135283
"United States","Associate Professor of Management",135200
"United States","Software Engineer IV",135200
"United States","QA Engineer",135200
"United States","Line Producer",135200
"United States","Vice President, Asset Management",135000
"United States","Process Analyst",135000
"United States","Director, Marketing Technology",135000
"United States","Backend engineer",135000
"United States","Technical editor",135000
"United States","Sr. Content Designer",135000
"United States","Credit Review Officer",135000
"United States","Senior medical writer",135000
"United States","Assoc Director, Corporate Insurance",135000
"United States",ARNP,135000
"United States","Group Art Supervisor",135000
"United States","Operations/Customer Support",135000
"United States","Accounting Director",135000
"United States","Senior software manager",135000
"United States","Senior  director of information technology",135000
"United States","VP of Analytics",135000
"United States","Sr Manager eCommerce",135000
"United States",Broker,135000
"United States","Project Manager - Contractor",135000
"United States","IT Consulting",135000
"United States","Director of B2B Marketing",135000
"United States","Design Researcher",135000
"United States","Software Designer",135000
"United States","Lead Consultant - Software Development",135000
"United States","Principal Computational Linguist",135000
"United States","Supplier Relationship Manager",135000
"United States","Manager of Data Analytics",135000
"United States","Sr Salesforce Marketing Cloud Engineer",135000
"United States","Customer Success Manager II",135000
"United States","Businesses analyst manager",135000
"United States","Manager of Market Research",135000
"United States","Sr Finance Manager",135000
"United States","Associate VP",135000
"United States","Clinical pharmacy specialist",135000
"United States","Associate Director - Business Development",135000
"United States",Diplomat,135000
"United States","Senior Embedded Engineer",135000
"United States","Life Sciences",135000
"United States","Customer Solution Engineer",135000
"United States",Toxicologist,135000
"United States","Associate Director, Social Media",135000
"United States","Product Manager 2",135000
"United States","Senior Cloud Engineer",135000
"United States","Manager, Technical Writing",135000
"United States","Fiscal Systems Specialist I",135000
"United States","Software Senior Engineer",135000
"United States","Materials Engineer",135000
"United States","Safety Director",135000
"United States","Records Management",135000
"United States","Licensed Practical Nurse",135000
"United States","Program Analyst",135000
"United States","Executive Assistant",135000
"United States","Front-end Developer",135000
"United States","Senior Medical Writer I",135000
